step,suceptible_status,infected_status,recovered_status,vaccinated_status
10366,0,183,618,0
10367,0,182,619,0
10368,0,184,617,0
10369,0,184,617,0
10370,0,185,616,0
10371,0,186,615,0
10372,0,187,614,0
10373,0,185,616,0
10374,0,185,616,0
10375,0,184,617,0
10376,0,184,617,0
10377,0,184,617,0
10378,0,185,616,0
10379,0,185,616,0
10380,0,184,617,0
10381,0,184,617,0
10382,0,184,617,0
10383,0,184,617,0
10384,0,184,617,0
10385,0,186,615,0
10386,0,186,615,0
10387,0,186,615,0
10388,0,186,615,0
10389,0,186,615,0
10390,0,186,615,0
10391,0,186,615,0
10392,0,188,613,0
10393,0,190,611,0
10394,0,190,611,0
10395,0,189,612,0
10396,0,189,612,0
10397,0,189,612,0
10398,0,190,611,0
10399,0,190,611,0
10400,0,189,612,0
10401,0,189,612,0
10402,0,189,612,0
10403,0,189,612,0
10404,0,189,612,0
10405,0,189,612,0
10406,0,190,611,0
10407,0,190,611,0
10408,0,190,611,0
10409,0,190,611,0
10410,0,190,611,0
10411,0,190,611,0
10412,0,190,611,0
10413,0,190,611,0
10414,0,189,612,0
10415,0,190,611,0
10416,0,190,611,0
10417,0,190,611,0
10418,0,191,610,0
10419,0,191,610,0
10420,0,191,610,0
10421,0,191,610,0
10422,0,191,610,0
10423,0,191,610,0
10424,0,191,610,0
10425,0,191,610,0
10426,0,191,610,0
10427,0,191,610,0
10428,0,191,610,0
10429,0,190,611,0
10430,0,191,610,0
10431,0,191,610,0
10432,0,191,610,0
10433,0,192,609,0
10434,0,192,609,0
10435,0,192,609,0
10436,0,192,609,0
10437,0,192,609,0
10438,0,190,611,0
10439,0,190,611,0
10440,0,190,611,0
10441,0,190,611,0
10442,0,190,611,0
10443,0,190,611,0
10444,0,190,611,0
10445,0,189,612,0
10446,0,189,612,0
10447,0,189,612,0
10448,0,189,612,0
10449,0,189,612,0
10450,0,189,612,0
10451,0,188,613,0
10452,0,187,614,0
10453,0,187,614,0
10454,0,187,614,0
10455,0,187,614,0
10456,0,186,615,0
10457,0,186,615,0
10458,0,186,615,0
10459,0,185,615,0
10460,0,186,614,0
10461,0,185,615,0
10462,0,185,615,0
10463,0,184,616,0
10464,0,184,616,0
10465,0,185,615,0
10466,0,185,615,0
10467,0,185,615,0
10468,0,185,615,0
10469,0,185,615,0
10470,0,186,614,0
10471,0,186,614,0
10472,0,186,614,0
10473,0,186,614,0
10474,0,186,614,0
10475,0,185,615,0
10476,0,185,615,0
10477,0,185,615,0
10478,0,184,616,0
10479,0,183,617,0
10480,0,183,617,0
10481,0,183,617,0
10482,0,183,617,0
10483,0,184,616,0
10484,0,184,616,0
10485,0,183,617,0
10486,0,183,617,0
10487,0,184,616,0
10488,0,184,616,0
10489,0,184,616,0
10490,0,185,615,0
10491,0,185,615,0
10492,0,184,616,0
10493,0,184,616,0
10494,0,184,616,0
10495,0,183,617,0
10496,0,183,617,0
10497,0,183,617,0
10498,0,184,616,0
10499,0,184,616,0
10500,0,184,616,0
10501,0,185,615,0
10502,0,185,615,0
10503,0,185,615,0
10504,0,184,616,0
10505,0,185,615,0
10506,0,185,615,0
10507,0,186,614,0
10508,0,187,613,0
10509,0,187,613,0
10510,0,187,613,0
10511,0,187,613,0
10512,0,187,613,0
10513,0,187,613,0
10514,0,187,613,0
10515,0,187,613,0
10516,0,187,613,0
10517,0,187,613,0
10518,0,187,613,0
10519,0,188,612,0
10520,0,188,612,0
10521,0,187,613,0
10522,0,186,614,0
10523,0,187,613,0
10524,0,188,612,0
10525,0,186,614,0
10526,0,186,614,0
10527,0,186,614,0
10528,0,186,614,0
10529,0,186,614,0
10530,0,186,614,0
10531,0,186,614,0
10532,0,185,615,0
10533,0,185,615,0
10534,0,185,615,0
10535,0,185,615,0
10536,0,185,615,0
10537,0,185,615,0
10538,0,185,615,0
10539,0,185,615,0
10540,0,185,615,0
10541,0,185,615,0
10542,0,184,616,0
10543,0,184,616,0
10544,0,185,615,0
10545,0,185,615,0
10546,0,185,615,0
10547,0,186,614,0
10548,0,187,613,0
10549,0,187,613,0
10550,0,187,613,0
10551,0,187,613,0
10552,0,187,613,0
10553,0,187,613,0
10554,0,186,614,0
10555,0,187,613,0
10556,0,188,612,0
10557,0,188,612,0
10558,0,188,612,0
10559,0,188,612,0
10560,0,188,612,0
10561,0,188,612,0
10562,0,187,613,0
10563,0,187,613,0
10564,0,187,613,0
10565,0,188,612,0
10566,0,188,612,0
10567,0,189,611,0
10568,0,189,611,0
10569,0,188,612,0
10570,0,188,612,0
10571,0,188,612,0
10572,0,187,613,0
10573,0,187,613,0
10574,0,186,614,0
10575,0,186,614,0
10576,0,186,614,0
10577,0,186,614,0
10578,0,188,612,0
10579,0,188,612,0
10580,0,188,612,0
10581,0,189,611,0
10582,0,189,611,0
10583,0,188,612,0
10584,0,188,612,0
10585,0,188,612,0
10586,0,188,612,0
10587,0,188,612,0
10588,0,189,611,0
10589,0,189,611,0
10590,0,190,610,0
10591,0,190,610,0
10592,0,190,610,0
10593,0,192,608,0
10594,0,192,608,0
10595,0,192,608,0
10596,0,192,608,0
10597,0,192,608,0
10598,0,193,607,0
10599,0,193,607,0
10600,0,195,605,0
10601,0,196,604,0
10602,0,197,603,0
10603,0,197,603,0
10604,0,198,602,0
10605,0,197,603,0
10606,0,197,603,0
10607,0,197,603,0
10608,0,197,603,0
10609,0,197,603,0
10610,0,198,602,0
10611,0,196,604,0
10612,0,194,606,0
10613,0,193,607,0
10614,0,194,606,0
10615,0,194,606,0
10616,0,193,607,0
10617,0,193,607,0
10618,0,193,607,0
10619,0,194,606,0
10620,0,194,606,0
10621,0,194,606,0
10622,0,194,606,0
10623,0,194,606,0
10624,0,192,608,0
10625,0,193,607,0
10626,0,192,608,0
10627,0,192,608,0
10628,0,193,607,0
10629,0,194,606,0
10630,0,194,606,0
10631,0,194,606,0
10632,0,194,606,0
10633,0,195,605,0
10634,0,196,604,0
10635,0,196,604,0
10636,0,196,604,0
10637,0,197,603,0
10638,0,196,604,0
10639,0,196,604,0
10640,0,195,605,0
10641,0,195,605,0
10642,0,195,605,0
10643,0,195,605,0
10644,0,195,605,0
10645,0,195,605,0
10646,0,195,605,0
10647,0,195,605,0
10648,0,195,605,0
10649,0,195,605,0
10650,0,195,605,0
10651,0,196,604,0
10652,0,196,604,0
10653,0,196,604,0
10654,0,196,604,0
10655,0,196,604,0
10656,0,195,605,0
10657,0,196,604,0
10658,0,197,603,0
10659,0,196,603,0
10660,0,195,604,0
10661,0,195,604,0
10662,0,194,605,0
10663,0,192,607,0
10664,0,191,608,0
10665,0,191,608,0
10666,0,191,608,0
10667,0,191,608,0
10668,0,191,608,0
10669,0,191,608,0
10670,0,192,607,0
10671,0,192,607,0
10672,0,192,607,0
10673,0,193,606,0
10674,0,194,605,0
10675,0,194,605,0
10676,0,194,605,0
10677,0,194,605,0
10678,0,194,605,0
10679,0,194,605,0
10680,0,194,605,0
10681,0,194,605,0
10682,0,195,604,0
10683,0,195,604,0
10684,0,195,604,0
10685,0,196,603,0
10686,0,197,602,0
10687,0,197,602,0
10688,0,197,602,0
10689,0,197,602,0
10690,0,197,602,0
10691,0,197,602,0
10692,0,197,602,0
10693,0,197,602,0
10694,0,197,602,0
10695,0,197,602,0
10696,0,197,602,0
10697,0,196,602,0
10698,0,195,603,0
10699,0,195,603,0
10700,0,195,603,0
10701,0,195,603,0
10702,0,198,600,0
10703,0,198,600,0
10704,0,198,600,0
10705,0,198,600,0
10706,0,198,600,0
10707,0,199,599,0
10708,0,199,599,0
10709,0,199,599,0
10710,0,199,599,0
10711,0,199,599,0
10712,0,200,598,0
10713,0,198,600,0
10714,0,197,601,0
10715,0,196,602,0
10716,0,196,602,0
10717,0,196,602,0
10718,0,196,602,0
10719,0,196,602,0
10720,0,195,603,0
10721,0,195,603,0
10722,0,195,603,0
10723,0,195,603,0
10724,0,195,603,0
10725,0,195,603,0
10726,0,195,603,0
10727,0,195,603,0
10728,0,195,603,0
10729,0,195,603,0
10730,0,195,603,0
10731,0,195,603,0
10732,0,195,603,0
10733,0,194,604,0
10734,0,195,603,0
10735,0,195,603,0
10736,0,195,603,0
10737,0,195,603,0
10738,0,196,602,0
10739,0,196,602,0
10740,0,196,602,0
10741,0,196,602,0
10742,0,196,602,0
10743,0,196,602,0
10744,0,196,602,0
10745,0,196,602,0
10746,0,195,603,0
10747,0,196,602,0
10748,0,196,602,0
10749,0,196,602,0
10750,0,196,602,0
10751,0,196,602,0
10752,0,197,601,0
10753,0,197,601,0
10754,0,197,601,0
10755,0,197,601,0
10756,0,197,601,0
10757,0,197,601,0
10758,0,197,601,0
10759,0,197,601,0
10760,0,195,603,0
10761,0,196,602,0
10762,0,196,602,0
10763,0,196,602,0
10764,0,196,602,0
10765,0,195,603,0
10766,0,195,603,0
10767,0,195,603,0
10768,0,195,603,0
10769,0,195,603,0
10770,0,195,603,0
10771,0,195,603,0
10772,0,197,601,0
10773,0,197,601,0
10774,0,196,602,0
10775,0,197,601,0
10776,0,197,601,0
10777,0,197,601,0
10778,0,196,602,0
10779,0,195,603,0
10780,0,195,603,0
10781,0,196,602,0
10782,0,197,601,0
10783,0,197,601,0
10784,0,197,601,0
10785,0,195,603,0
10786,0,195,603,0
10787,0,195,603,0
10788,0,195,603,0
10789,0,195,603,0
10790,0,196,602,0
10791,0,196,602,0
10792,0,196,602,0
10793,0,194,604,0
10794,0,191,607,0
10795,0,190,608,0
10796,0,190,608,0
10797,0,191,607,0
10798,0,191,607,0
10799,0,191,607,0
10800,0,190,608,0
10801,0,189,609,0
10802,0,187,611,0
10803,0,184,613,0
10804,0,184,613,0
10805,0,183,614,0
10806,0,183,614,0
10807,0,184,613,0
10808,0,184,613,0
10809,0,184,613,0
10810,0,184,613,0
10811,0,184,613,0
10812,0,184,613,0
10813,0,184,613,0
10814,0,185,612,0
10815,0,185,612,0
10816,0,185,612,0
10817,0,187,610,0
10818,0,187,610,0
10819,0,186,611,0
10820,0,186,611,0
10821,0,186,611,0
10822,0,186,611,0
10823,0,186,611,0
10824,0,186,611,0
10825,0,187,610,0
10826,0,187,610,0
10827,0,188,609,0
10828,0,188,609,0
10829,0,188,609,0
10830,0,189,608,0
10831,0,189,608,0
10832,0,189,608,0
10833,0,189,608,0
10834,0,189,608,0
10835,0,190,607,0
10836,0,190,607,0
10837,0,189,608,0
10838,0,189,608,0
10839,0,188,609,0
10840,0,187,610,0
10841,0,188,609,0
10842,0,188,609,0
10843,0,188,609,0
10844,0,188,609,0
10845,0,189,608,0
10846,0,188,609,0
10847,0,188,609,0
10848,0,187,610,0
10849,0,188,609,0
10850,0,188,609,0
10851,0,187,610,0
10852,0,186,611,0
10853,0,184,613,0
10854,0,185,612,0
10855,0,186,611,0
10856,0,186,611,0
10857,0,186,611,0
10858,0,187,610,0
10859,0,187,610,0
10860,0,187,610,0
10861,0,187,610,0
10862,0,186,611,0
10863,0,186,611,0
10864,0,186,611,0
10865,0,186,611,0
10866,0,186,611,0
10867,0,186,611,0
10868,0,187,610,0
10869,0,188,609,0
10870,0,188,609,0
10871,0,189,608,0
10872,0,189,608,0
10873,0,190,607,0
10874,0,190,607,0
10875,0,190,607,0
10876,0,189,608,0
10877,0,189,608,0
10878,0,189,608,0
10879,0,189,608,0
10880,0,189,608,0
10881,0,190,607,0
10882,0,190,607,0
10883,0,190,607,0
10884,0,190,607,0
10885,0,189,608,0
10886,0,191,606,0
10887,0,191,606,0
10888,0,192,605,0
10889,0,192,605,0
10890,0,191,606,0
10891,0,190,607,0
10892,0,190,607,0
10893,0,190,607,0
10894,0,192,605,0
10895,0,192,605,0
10896,0,191,606,0
10897,0,190,607,0
10898,0,190,607,0
10899,0,189,608,0
10900,0,189,608,0
10901,0,189,608,0
10902,0,191,606,0
10903,0,191,606,0
10904,0,189,608,0
10905,0,189,608,0
10906,0,189,608,0
10907,0,190,607,0
10908,0,191,606,0
10909,0,193,604,0
10910,0,193,604,0
10911,0,195,602,0
10912,0,194,603,0
10913,0,193,604,0
10914,0,193,604,0
10915,0,194,603,0
10916,0,194,603,0
10917,0,194,603,0
10918,0,193,604,0
10919,0,193,604,0
10920,0,193,604,0
10921,0,192,605,0
10922,0,191,606,0
10923,0,191,606,0
10924,0,192,605,0
10925,0,192,605,0
10926,0,192,605,0
10927,0,192,605,0
10928,0,192,605,0
10929,0,192,605,0
10930,0,192,605,0
10931,0,192,605,0
10932,0,192,605,0
10933,0,192,605,0
10934,0,193,604,0
10935,0,196,601,0
10936,0,196,601,0
10937,0,196,601,0
10938,0,197,600,0
10939,0,197,600,0
10940,0,197,600,0
10941,0,197,600,0
10942,0,197,600,0
10943,0,199,598,0
10944,0,199,598,0
10945,0,199,598,0
10946,0,200,597,0
10947,0,202,595,0
10948,0,202,595,0
10949,0,203,594,0
10950,0,203,594,0
10951,0,205,592,0
10952,0,207,590,0
10953,0,207,590,0
10954,0,208,589,0
10955,0,209,588,0
10956,0,209,588,0
10957,0,210,587,0
10958,0,211,586,0
10959,0,211,586,0
10960,0,212,585,0
10961,0,212,585,0
10962,0,211,586,0
10963,0,208,589,0
10964,0,208,589,0
10965,0,208,589,0
10966,0,208,589,0
10967,0,208,589,0
10968,0,207,589,0
10969,0,207,589,0
10970,0,208,588,0
10971,0,207,589,0
10972,0,206,590,0
10973,0,206,590,0
10974,0,206,590,0
10975,0,207,589,0
10976,0,207,589,0
10977,0,207,589,0
10978,0,206,590,0
10979,0,206,590,0
10980,0,206,590,0
10981,0,205,591,0
10982,0,206,590,0
10983,0,206,590,0
10984,0,206,590,0
10985,0,205,591,0
10986,0,205,591,0
10987,0,205,591,0
10988,0,206,590,0
10989,0,206,590,0
10990,0,206,590,0
10991,0,207,589,0
10992,0,207,589,0
10993,0,207,589,0
10994,0,208,588,0
10995,0,208,588,0
10996,0,208,588,0
10997,0,207,589,0
10998,0,206,590,0
10999,0,206,590,0
11000,0,207,589,0
11001,0,207,589,0
11002,0,209,587,0
11003,0,208,588,0
11004,0,209,587,0
11005,0,209,587,0
11006,0,211,585,0
11007,0,211,585,0
11008,0,211,585,0
11009,0,210,586,0
11010,0,210,586,0
11011,0,210,586,0
11012,0,211,585,0
11013,0,211,585,0
11014,0,211,585,0
11015,0,211,585,0
11016,0,211,585,0
11017,0,211,585,0
11018,0,211,585,0
11019,0,210,586,0
11020,0,210,586,0
11021,0,210,586,0
11022,0,210,586,0
11023,0,211,585,0
11024,0,211,585,0
11025,0,211,585,0
11026,0,210,586,0
11027,0,211,585,0
11028,0,211,585,0
11029,0,211,585,0
11030,0,211,585,0
11031,0,210,586,0
11032,0,209,587,0
11033,0,209,587,0
11034,0,209,587,0
11035,0,208,588,0
11036,0,209,587,0
11037,0,210,586,0
11038,0,210,586,0
11039,0,209,587,0
11040,0,210,586,0
11041,0,211,585,0
11042,0,210,586,0
11043,0,210,586,0
11044,0,210,586,0
11045,0,209,587,0
11046,0,209,587,0
11047,0,209,587,0
11048,0,208,588,0
11049,0,209,587,0
11050,0,209,587,0
11051,0,210,586,0
11052,0,210,586,0
11053,0,210,586,0
11054,0,210,586,0
11055,0,210,586,0
11056,0,211,585,0
11057,0,212,584,0
11058,0,212,584,0
11059,0,212,584,0
11060,0,212,584,0
11061,0,212,584,0
11062,0,213,583,0
11063,0,213,583,0
11064,0,213,583,0
11065,0,213,583,0
11066,0,213,583,0
11067,0,213,583,0
11068,0,213,583,0
11069,0,213,583,0
11070,0,213,583,0
11071,0,213,583,0
11072,0,212,584,0
11073,0,212,584,0
11074,0,213,583,0
11075,0,213,583,0
11076,0,212,584,0
11077,0,212,584,0
11078,0,212,584,0
11079,0,210,586,0
11080,0,210,586,0
11081,0,210,586,0
11082,0,210,586,0
11083,0,210,586,0
11084,0,212,584,0
11085,0,212,584,0
11086,0,211,585,0
11087,0,212,584,0
11088,0,210,586,0
11089,0,211,585,0
11090,0,210,586,0
11091,0,209,587,0
11092,0,208,588,0
11093,0,208,588,0
11094,0,208,588,0
11095,0,208,588,0
11096,0,209,587,0
11097,0,209,587,0
11098,0,208,588,0
11099,0,208,588,0
11100,0,208,588,0
11101,0,208,588,0
11102,0,208,588,0
11103,0,208,588,0
11104,0,208,588,0
11105,0,207,589,0
11106,0,207,589,0
11107,0,208,588,0
11108,0,208,588,0
11109,0,208,588,0
11110,0,208,588,0
11111,0,208,588,0
11112,0,206,590,0
11113,0,204,592,0
11114,0,204,592,0
11115,0,204,592,0
11116,0,204,592,0
11117,0,205,591,0
11118,0,205,591,0
11119,0,208,588,0
11120,0,208,588,0
11121,0,208,588,0
11122,0,210,586,0
11123,0,210,586,0
11124,0,210,586,0
11125,0,210,586,0
11126,0,209,587,0
11127,0,211,585,0
11128,0,210,586,0
11129,0,210,586,0
11130,0,211,585,0
11131,0,211,585,0
11132,0,211,585,0
11133,0,211,585,0
11134,0,212,584,0
11135,0,211,585,0
11136,0,212,584,0
11137,0,212,584,0
11138,0,211,585,0
11139,0,211,585,0
11140,0,211,585,0
11141,0,212,584,0
11142,0,212,584,0
11143,0,212,584,0
11144,0,213,583,0
11145,0,213,583,0
11146,0,213,583,0
11147,0,213,583,0
11148,0,213,583,0
11149,0,212,584,0
11150,0,211,585,0
11151,0,211,585,0
11152,0,212,584,0
11153,0,211,585,0
11154,0,211,585,0
11155,0,212,584,0
11156,0,212,584,0
11157,0,212,584,0
11158,0,212,584,0
11159,0,212,584,0
11160,0,212,584,0
11161,0,212,584,0
11162,0,211,585,0
11163,0,211,585,0
11164,0,211,585,0
11165,0,211,585,0
11166,0,211,585,0
11167,0,211,585,0
11168,0,211,585,0
11169,0,210,586,0
11170,0,210,586,0
11171,0,210,586,0
11172,0,210,586,0
11173,0,210,586,0
11174,0,211,585,0
11175,0,211,585,0
11176,0,212,584,0
11177,0,213,583,0
11178,0,213,583,0
11179,0,213,583,0
11180,0,213,583,0
11181,0,213,583,0
11182,0,214,582,0
11183,0,215,581,0
11184,0,215,581,0
11185,0,215,581,0
11186,0,215,581,0
11187,0,215,581,0
11188,0,215,581,0
11189,0,215,581,0
11190,0,215,581,0
11191,0,215,581,0
11192,0,215,581,0
11193,0,216,580,0
11194,0,217,579,0
11195,0,216,580,0
11196,0,216,580,0
11197,0,216,580,0
11198,0,217,579,0
11199,0,217,579,0
11200,0,218,578,0
11201,0,218,578,0
11202,0,218,578,0
11203,0,217,579,0
11204,0,217,579,0
11205,0,217,579,0
11206,0,217,579,0
11207,0,216,579,0
11208,0,216,579,0
11209,0,216,579,0
11210,0,215,580,0
11211,0,215,580,0
11212,0,216,579,0
11213,0,216,579,0
11214,0,216,579,0
11215,0,218,577,0
11216,0,219,576,0
11217,0,220,575,0
11218,0,219,576,0
11219,0,222,573,0
11220,0,222,573,0
11221,0,221,574,0
11222,0,221,574,0
11223,0,221,574,0
11224,0,222,573,0
11225,0,222,573,0
11226,0,222,573,0
11227,0,221,574,0
11228,0,220,575,0
11229,0,220,575,0
11230,0,220,575,0
11231,0,220,575,0
11232,0,220,575,0
11233,0,220,575,0
11234,0,220,575,0
11235,0,220,575,0
11236,0,220,575,0
11237,0,222,573,0
11238,0,222,573,0
11239,0,222,573,0
11240,0,223,572,0
11241,0,223,572,0
11242,0,224,571,0
11243,0,223,572,0
11244,0,222,573,0
11245,0,222,573,0
11246,0,223,572,0
11247,0,223,572,0
11248,0,223,572,0
11249,0,223,572,0
11250,0,223,572,0
11251,0,223,572,0
11252,0,223,572,0
11253,0,223,572,0
11254,0,223,572,0
11255,0,227,568,0
11256,0,228,567,0
11257,0,228,567,0
11258,0,228,567,0
11259,0,229,566,0
11260,0,229,566,0
11261,0,229,566,0
11262,0,229,566,0
11263,0,229,566,0
11264,0,228,567,0
11265,0,228,567,0
11266,0,228,567,0
11267,0,227,568,0
11268,0,226,569,0
11269,0,227,568,0
11270,0,227,568,0
11271,0,227,568,0
11272,0,227,568,0
11273,0,227,568,0
11274,0,227,568,0
11275,0,227,568,0
11276,0,226,569,0
11277,0,226,569,0
11278,0,228,567,0
11279,0,228,567,0
11280,0,227,568,0
11281,0,226,569,0
11282,0,226,569,0
11283,0,226,569,0
11284,0,226,569,0
11285,0,225,570,0
11286,0,225,570,0
11287,0,224,571,0
11288,0,224,571,0
11289,0,224,571,0
11290,0,225,570,0
11291,0,226,569,0
11292,0,226,569,0
11293,0,227,568,0
11294,0,227,568,0
11295,0,229,566,0
11296,0,229,566,0
11297,0,229,566,0
11298,0,227,568,0
11299,0,229,566,0
11300,0,230,565,0
11301,0,229,566,0
11302,0,229,566,0
11303,0,229,566,0
11304,0,230,565,0
11305,0,230,565,0
11306,0,230,565,0
11307,0,230,565,0
11308,0,229,566,0
11309,0,229,566,0
11310,0,228,567,0
11311,0,228,567,0
11312,0,229,566,0
11313,0,228,567,0
11314,0,228,567,0
11315,0,228,567,0
11316,0,228,567,0
11317,0,228,567,0
11318,0,227,568,0
11319,0,227,568,0
11320,0,227,568,0
11321,0,226,569,0
11322,0,226,569,0
11323,0,227,568,0
11324,0,226,569,0
11325,0,226,569,0
11326,0,226,568,0
11327,0,226,568,0
11328,0,227,567,0
11329,0,227,567,0
11330,0,226,568,0
11331,0,226,568,0
11332,0,229,565,0
11333,0,229,565,0
11334,0,228,566,0
11335,0,227,567,0
11336,0,227,567,0
11337,0,228,566,0
11338,0,231,563,0
11339,0,231,563,0
11340,0,231,563,0
11341,0,231,563,0
11342,0,232,562,0
11343,0,234,560,0
11344,0,236,558,0
11345,0,236,558,0
11346,0,236,558,0
11347,0,236,558,0
11348,0,235,559,0
11349,0,234,560,0
11350,0,234,560,0
11351,0,235,559,0
11352,0,235,559,0
11353,0,234,560,0
11354,0,234,560,0
11355,0,235,559,0
11356,0,235,559,0
11357,0,234,560,0
11358,0,235,559,0
11359,0,235,559,0
11360,0,236,558,0
11361,0,237,557,0
11362,0,236,558,0
11363,0,236,558,0
11364,0,236,558,0
11365,0,236,558,0
11366,0,236,558,0
11367,0,236,558,0
11368,0,236,558,0
11369,0,236,558,0
11370,0,237,557,0
11371,0,237,557,0
11372,0,237,557,0
11373,0,237,557,0
11374,0,237,557,0
11375,0,237,557,0
11376,0,239,555,0
11377,0,239,555,0
11378,0,238,556,0
11379,0,239,555,0
11380,0,240,554,0
11381,0,240,554,0
11382,0,241,553,0
11383,0,241,553,0
11384,0,241,553,0
11385,0,240,554,0
11386,0,240,554,0
11387,0,240,554,0
11388,0,242,552,0
11389,0,242,552,0
11390,0,241,553,0
11391,0,241,553,0
11392,0,241,553,0
11393,0,240,554,0
11394,0,239,555,0
11395,0,240,554,0
11396,0,240,554,0
11397,0,241,553,0
11398,0,241,553,0
11399,0,241,553,0
11400,0,241,553,0
11401,0,241,553,0
11402,0,240,554,0
11403,0,241,553,0
11404,0,241,553,0
11405,0,241,553,0
11406,0,240,554,0
11407,0,241,553,0
11408,0,243,551,0
11409,0,244,550,0
11410,0,244,550,0
11411,0,246,548,0
11412,0,246,548,0
11413,0,246,548,0
11414,0,247,547,0
11415,0,247,547,0
11416,0,247,547,0
11417,0,247,547,0
11418,0,248,546,0
11419,0,249,545,0
11420,0,250,544,0
11421,0,252,542,0
11422,0,250,544,0
11423,0,250,544,0
11424,0,250,544,0
11425,0,250,544,0
11426,0,250,544,0
11427,0,249,545,0
11428,0,249,545,0
11429,0,249,545,0
11430,0,249,545,0
11431,0,249,545,0
11432,0,248,546,0
11433,0,248,546,0
11434,0,251,543,0
11435,0,251,543,0
11436,0,251,543,0
11437,0,252,542,0
11438,0,253,541,0
11439,0,254,540,0
11440,0,254,540,0
11441,0,255,539,0
11442,0,256,538,0
11443,0,257,537,0
11444,0,257,537,0
11445,0,256,538,0
11446,0,256,538,0
11447,0,256,538,0
11448,0,256,538,0
11449,0,256,538,0
11450,0,258,536,0
11451,0,259,535,0
11452,0,260,534,0
11453,0,260,534,0
11454,0,259,535,0
11455,0,260,534,0
11456,0,260,534,0
11457,0,260,534,0
11458,0,259,535,0
11459,0,260,534,0
11460,0,260,534,0
11461,0,260,534,0
11462,0,262,532,0
11463,0,263,531,0
11464,0,265,529,0
11465,0,267,527,0
11466,0,268,526,0
11467,0,267,527,0
11468,0,269,525,0
11469,0,270,524,0
11470,0,271,523,0
11471,0,273,521,0
11472,0,272,522,0
11473,0,272,522,0
11474,0,272,522,0
11475,0,273,521,0
11476,0,273,521,0
11477,0,273,521,0
11478,0,273,521,0
11479,0,273,521,0
11480,0,273,521,0
11481,0,272,522,0
11482,0,272,522,0
11483,0,272,522,0
11484,0,272,522,0
11485,0,272,522,0
11486,0,272,522,0
11487,0,272,522,0
11488,0,272,522,0
11489,0,272,522,0
11490,0,273,521,0
11491,0,273,521,0
11492,0,271,523,0
11493,0,272,522,0
11494,0,272,522,0
11495,0,272,522,0
11496,0,272,522,0
11497,0,272,522,0
11498,0,273,521,0
11499,0,273,521,0
11500,0,275,519,0
11501,0,274,520,0
11502,0,275,519,0
11503,0,275,519,0
11504,0,275,519,0
11505,0,275,519,0
11506,0,276,518,0
11507,0,276,518,0
11508,0,276,518,0
11509,0,276,518,0
11510,0,275,519,0
11511,0,276,518,0
11512,0,278,516,0
11513,0,278,516,0
11514,0,278,516,0
11515,0,278,516,0
11516,0,279,515,0
11517,0,279,515,0
11518,0,280,514,0
11519,0,280,514,0
11520,0,281,513,0
11521,0,281,513,0
11522,0,281,513,0
11523,0,281,513,0
11524,0,281,513,0
11525,0,283,511,0
11526,0,283,511,0
11527,0,282,512,0
11528,0,283,511,0
11529,0,283,511,0
11530,0,284,510,0
11531,0,284,510,0
11532,0,284,510,0
11533,0,285,509,0
11534,0,284,510,0
11535,0,284,510,0
11536,0,285,509,0
11537,0,283,511,0
11538,0,283,511,0
11539,0,283,511,0
11540,0,284,510,0
11541,0,283,511,0
11542,0,283,511,0
11543,0,283,511,0
11544,0,283,511,0
11545,0,283,511,0
11546,0,283,511,0
11547,0,282,512,0
11548,0,283,511,0
11549,0,283,511,0
11550,0,283,511,0
11551,0,283,511,0
11552,0,284,510,0
11553,0,284,510,0
11554,0,284,510,0
11555,0,284,510,0
11556,0,284,510,0
11557,0,285,509,0
11558,0,285,509,0
11559,0,286,508,0
11560,0,286,508,0
11561,0,284,510,0
11562,0,286,508,0
11563,0,287,507,0
11564,0,287,507,0
11565,0,286,508,0
11566,0,286,507,0
11567,0,286,507,0
11568,0,288,505,0
11569,0,287,506,0
11570,0,288,505,0
11571,0,288,505,0
11572,0,289,504,0
11573,0,290,503,0
11574,0,288,505,0
11575,0,289,504,0
11576,0,289,504,0
11577,0,290,503,0
11578,0,289,504,0
11579,0,289,504,0
11580,0,288,505,0
11581,0,288,505,0
11582,0,289,504,0
11583,0,289,504,0
11584,0,290,503,0
11585,0,290,503,0
11586,0,289,504,0
11587,0,289,504,0
11588,0,289,504,0
11589,0,288,505,0
11590,0,289,504,0
11591,0,288,505,0
11592,0,288,505,0
11593,0,287,506,0
11594,0,286,507,0
11595,0,287,506,0
11596,0,288,505,0
11597,0,288,505,0
11598,0,288,505,0
11599,0,289,504,0
11600,0,289,504,0
11601,0,288,505,0
11602,0,288,505,0
11603,0,289,504,0
11604,0,289,504,0
11605,0,290,503,0
11606,0,289,504,0
11607,0,289,504,0
11608,0,288,505,0
11609,0,288,505,0
11610,0,288,505,0
11611,0,288,505,0
11612,0,290,503,0
11613,0,291,502,0
11614,0,290,503,0
11615,0,292,501,0
11616,0,293,500,0
11617,0,295,498,0
11618,0,295,498,0
11619,0,295,498,0
11620,0,296,497,0
11621,0,297,496,0
11622,0,297,496,0
11623,0,298,495,0
11624,0,298,495,0
11625,0,298,495,0
11626,0,298,495,0
11627,0,298,495,0
11628,0,297,496,0
11629,0,295,498,0
11630,0,295,498,0
11631,0,294,499,0
11632,0,294,499,0
11633,0,296,497,0
11634,0,296,497,0
11635,0,295,498,0
